frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score,entry_time
191,2.0,[13.894964781453268 -6.539003196864712 626.4358014892002 465.67487069463095],[132.63031005859375 190.52899169921875 568.66357421875 314.5762939453125],0.8780849575996399,MH12DE1433,0.4653614579270241,2024-11-08 16:57:36
