epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,7425.89,0.6108,0.31807,0.9384,0.99657,0.99637,0.995,0.84548,0.6776,0.26811,0.97601,0.0009415,0.0009415,0.0009415
185,7473.44,0.61181,0.31594,0.93279,0.99656,0.99658,0.995,0.84754,0.675,0.26802,0.97444,0.000892,0.000892,0.000892
186,7522.25,0.60747,0.31774,0.93487,0.99605,0.99658,0.995,0.84709,0.67443,0.26629,0.97473,0.0008425,0.0008425,0.0008425
187,7571,0.60753,0.31675,0.93696,1,0.99585,0.995,0.84751,0.6751,0.26455,0.97546,0.000793,0.000793,0.000793
188,7619.08,0.61226,0.31919,0.93464,0.99656,0.99308,0.99311,0.84713,0.67473,0.26284,0.97511,0.0007435,0.0007435,0.0007435
189,7667.77,0.60852,0.31649,0.93647,0.99656,0.99276,0.99311,0.85037,0.6723,0.26272,0.9742,0.000694,0.000694,0.000694
190,7716.54,0.59739,0.31731,0.92903,0.99656,0.99245,0.99314,0.85036,0.67137,0.26202,0.97249,0.0006445,0.0006445,0.0006445
191,7788.9,0.56924,0.26117,0.90274,1,0.99601,0.995,0.85162,0.67041,0.26066,0.97147,0.000595,0.000595,0.000595
192,7835.82,0.54379,0.25101,0.88382,1,0.99601,0.995,0.8529,0.66971,0.26098,0.97069,0.0005455,0.0005455,0.0005455
193,7883.29,0.5318,0.24601,0.88069,0.99656,0.99276,0.99308,0.85349,0.66948,0.2606,0.97065,0.000496,0.000496,0.000496
194,7923.45,0.52577,0.24395,0.87593,0.99656,0.993,0.99304,0.85264,0.6695,0.26168,0.97063,0.0004465,0.0004465,0.0004465
195,7962.08,0.52213,0.2438,0.88409,0.99656,0.99311,0.99304,0.85301,0.66816,0.26166,0.96981,0.000397,0.000397,0.000397
196,7998.97,0.51404,0.23971,0.88019,0.99639,0.99315,0.99301,0.85394,0.66773,0.26238,0.96951,0.0003475,0.0003475,0.0003475
197,8035.88,0.51193,0.23816,0.8742,0.99317,0.99597,0.99297,0.85488,0.66798,0.2611,0.96939,0.000298,0.000298,0.000298
198,8072.77,0.52524,0.25949,0.89452,0.99317,0.99607,0.99297,0.85419,0.66801,0.26159,0.96906,0.0002485,0.0002485,0.0002485
199,8109.67,0.51037,0.23921,0.8707,0.99317,0.99623,0.99294,0.85372,0.66727,0.2619,0.96874,0.000199,0.000199,0.000199
200,8146.63,0.51011,0.23635,0.87425,0.99317,0.99644,0.99294,0.85345,0.6669,0.26175,0.96879,0.0001495,0.0001495,0.0001495
