epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
175,4865.1,0.3244,0.22413,0.92304,0.99988,0.99609,0.995,0.98517,0.21027,0.14573,0.80702,0.00062192,0.00062192,0.00062192
176,4894.52,0.3144,0.22119,0.92291,0.99988,0.99609,0.995,0.98386,0.21158,0.14621,0.81053,0.000614,0.000614,0.000614
177,4924.1,0.31818,0.223,0.91759,0.99989,0.99609,0.995,0.98472,0.20826,0.1456,0.80664,0.00060608,0.00060608,0.00060608
178,4953.7,0.31966,0.22646,0.92439,0.99986,0.99609,0.995,0.98473,0.21095,0.14712,0.80809,0.00059816,0.00059816,0.00059816
179,4979.6,0.32229,0.22195,0.92329,1,0.99187,0.995,0.98519,0.20851,0.14661,0.80626,0.00059024,0.00059024,0.00059024
180,5002.11,0.31239,0.21617,0.92126,0.99961,0.99609,0.995,0.98478,0.20882,0.14363,0.8075,0.00058232,0.00058232,0.00058232
181,5024.57,0.31375,0.21876,0.91948,0.99924,0.99609,0.995,0.98407,0.20976,0.14781,0.81061,0.0005744,0.0005744,0.0005744
182,5046.95,0.31414,0.21612,0.92245,0.99941,0.99609,0.995,0.98327,0.20877,0.14531,0.80849,0.00056648,0.00056648,0.00056648
183,5069.28,0.31368,0.21993,0.9194,0.99982,0.99609,0.995,0.98467,0.20943,0.14374,0.80738,0.00055856,0.00055856,0.00055856
184,5096.66,0.3054,0.21449,0.91615,0.99982,0.99609,0.995,0.98561,0.20681,0.14368,0.80877,0.00055064,0.00055064,0.00055064
185,5127.06,0.30695,0.21844,0.91842,0.99975,0.99609,0.995,0.98531,0.20233,0.14027,0.80868,0.00054272,0.00054272,0.00054272
186,5157.09,0.30638,0.21535,0.91101,0.99977,0.99609,0.995,0.98623,0.20285,0.14028,0.80689,0.0005348,0.0005348,0.0005348
187,5187.56,0.30928,0.21427,0.91793,0.99981,0.99609,0.995,0.98643,0.19953,0.14135,0.80493,0.00052688,0.00052688,0.00052688
188,5217.74,0.3042,0.21588,0.91337,0.99975,0.99609,0.995,0.98672,0.19581,0.142,0.80277,0.00051896,0.00051896,0.00051896
189,5247.89,0.30938,0.21873,0.91637,0.99977,0.99609,0.995,0.98643,0.1972,0.13812,0.80395,0.00051104,0.00051104,0.00051104
190,5278.43,0.31061,0.2208,0.92063,0.99982,0.99609,0.995,0.98668,0.19973,0.14043,0.80597,0.00050312,0.00050312,0.00050312
191,5308.31,0.29975,0.21471,0.91255,0.99989,0.99609,0.995,0.98756,0.19825,0.13941,0.80505,0.0004952,0.0004952,0.0004952
192,5337.87,0.29825,0.21271,0.91763,0.99988,0.99609,0.995,0.98675,0.19959,0.14052,0.80816,0.00048728,0.00048728,0.00048728
193,5367.68,0.31172,0.22082,0.917,0.99988,0.99609,0.995,0.98704,0.19801,0.13961,0.80661,0.00047936,0.00047936,0.00047936
194,5397.7,0.29816,0.21433,0.91538,0.99988,0.99609,0.995,0.98713,0.19689,0.13793,0.80561,0.00047144,0.00047144,0.00047144
195,5427.9,0.30729,0.21759,0.91916,0.99987,0.99609,0.995,0.98757,0.19517,0.1382,0.80284,0.00046352,0.00046352,0.00046352
196,5457.95,0.2988,0.21434,0.91233,0.99986,0.99609,0.995,0.98661,0.19824,0.13918,0.80531,0.0004556,0.0004556,0.0004556
197,5488.02,0.29501,0.20724,0.91328,0.99969,0.99609,0.995,0.98611,0.19765,0.14156,0.8019,0.00044768,0.00044768,0.00044768
198,5517.85,0.29076,0.20964,0.91601,0.99972,0.99609,0.995,0.9864,0.19862,0.1425,0.8019,0.00043976,0.00043976,0.00043976
199,5547.89,0.29193,0.21098,0.91203,0.99982,0.99609,0.995,0.98687,0.19546,0.14207,0.80348,0.00043184,0.00043184,0.00043184
200,5571.18,0.28861,0.20788,0.9118,0.99985,0.99609,0.995,0.98706,0.19342,0.14004,0.80231,0.00042392,0.00042392,0.00042392
201,5593.4,0.2862,0.20206,0.90901,0.99987,0.99609,0.995,0.98687,0.19209,0.13921,0.80178,0.000416,0.000416,0.000416
202,5615.64,0.29002,0.20207,0.91317,0.99989,0.99609,0.995,0.98664,0.19278,0.14068,0.80244,0.00040808,0.00040808,0.00040808
203,5637.82,0.28168,0.20131,0.90996,0.9999,0.99609,0.995,0.98814,0.19018,0.13858,0.80197,0.00040016,0.00040016,0.00040016
204,5660.13,0.28945,0.20482,0.91023,0.99989,0.99609,0.995,0.98815,0.18885,0.13939,0.80189,0.00039224,0.00039224,0.00039224
205,5682.45,0.28423,0.20255,0.90711,0.99989,0.99609,0.995,0.98775,0.18924,0.13702,0.80465,0.00038432,0.00038432,0.00038432
206,5704.71,0.28451,0.20597,0.9053,0.99989,0.99609,0.995,0.9875,0.19091,0.1356,0.804,0.0003764,0.0003764,0.0003764
207,5727.11,0.28692,0.20336,0.91064,0.99987,0.99609,0.995,0.98809,0.18794,0.13332,0.8021,0.00036848,0.00036848,0.00036848
208,5749.36,0.2757,0.19906,0.91033,0.9999,0.99609,0.995,0.98764,0.18619,0.13265,0.80286,0.00036056,0.00036056,0.00036056
209,5771.67,0.27278,0.19507,0.90572,0.99991,0.99609,0.995,0.98819,0.18259,0.1299,0.80135,0.00035264,0.00035264,0.00035264
210,5795.86,0.28068,0.20066,0.90776,0.99991,0.99609,0.995,0.98828,0.18199,0.12958,0.79969,0.00034472,0.00034472,0.00034472
211,5823.19,0.27624,0.19823,0.90448,0.9999,0.99609,0.995,0.98811,0.18224,0.1303,0.79829,0.0003368,0.0003368,0.0003368
212,5845.47,0.27346,0.19939,0.90553,0.9999,0.99609,0.995,0.98817,0.18131,0.13073,0.7969,0.00032888,0.00032888,0.00032888
213,5871.82,0.28166,0.19989,0.90631,0.9999,0.99609,0.995,0.98775,0.18262,0.13026,0.79949,0.00032096,0.00032096,0.00032096
214,5899.37,0.2673,0.19379,0.90115,0.99989,0.99609,0.995,0.98871,0.18236,0.12933,0.80137,0.00031304,0.00031304,0.00031304
215,5927.8,0.27333,0.19548,0.90464,0.99988,0.99609,0.995,0.9884,0.18186,0.12976,0.79951,0.00030512,0.00030512,0.00030512
216,5951.8,0.27138,0.19548,0.90548,0.99989,0.99609,0.995,0.98864,0.18092,0.13051,0.79625,0.0002972,0.0002972,0.0002972
217,5974.12,0.26886,0.19611,0.90828,0.9999,0.99609,0.995,0.98793,0.17996,0.12931,0.79464,0.00028928,0.00028928,0.00028928
218,5996.33,0.26475,0.19342,0.90349,0.99991,0.99609,0.995,0.98925,0.18103,0.13221,0.7979,0.00028136,0.00028136,0.00028136
219,6018.56,0.27142,0.19474,0.90246,0.99991,0.99609,0.995,0.98906,0.18125,0.13098,0.79967,0.00027344,0.00027344,0.00027344
220,6040.8,0.26227,0.18838,0.90009,0.9999,0.99609,0.995,0.98902,0.17886,0.12878,0.79729,0.00026552,0.00026552,0.00026552
221,6063.21,0.27493,0.19772,0.90258,0.9999,0.99609,0.995,0.98959,0.17775,0.12814,0.79456,0.0002576,0.0002576,0.0002576
222,6085.47,0.26753,0.19364,0.9044,0.99991,0.99609,0.995,0.98923,0.17642,0.12959,0.79242,0.00024968,0.00024968,0.00024968
223,6107.81,0.26737,0.19415,0.89865,0.99991,0.99609,0.995,0.98854,0.17706,0.13031,0.79294,0.00024176,0.00024176,0.00024176
224,6130,0.25569,0.18698,0.90289,0.99991,0.99609,0.995,0.98834,0.17861,0.13246,0.79755,0.00023384,0.00023384,0.00023384
225,6152.37,0.26058,0.19089,0.90065,0.99991,0.99609,0.995,0.98861,0.17633,0.13116,0.79495,0.00022592,0.00022592,0.00022592
226,6174.63,0.25666,0.18712,0.89578,0.99991,0.99609,0.995,0.98879,0.17651,0.13019,0.79449,0.000218,0.000218,0.000218
227,6197.03,0.25805,0.18873,0.89684,0.9999,0.99609,0.995,0.98872,0.17559,0.12999,0.79332,0.00021008,0.00021008,0.00021008
228,6225.33,0.26053,0.18956,0.89772,0.9999,0.99609,0.995,0.98887,0.17489,0.12901,0.79384,0.00020216,0.00020216,0.00020216
229,6248.58,0.25663,0.18727,0.90028,0.9999,0.99609,0.995,0.98871,0.17456,0.12718,0.79403,0.00019424,0.00019424,0.00019424
230,6270.91,0.25977,0.1898,0.89968,0.9999,0.99609,0.995,0.98892,0.17474,0.12677,0.79462,0.00018632,0.00018632,0.00018632
231,6293.08,0.25716,0.18603,0.8911,0.9999,0.99609,0.995,0.98869,0.17343,0.12612,0.79403,0.0001784,0.0001784,0.0001784
232,6315.31,0.25726,0.18734,0.90245,0.99989,0.99609,0.995,0.98872,0.17345,0.12542,0.79268,0.00017048,0.00017048,0.00017048
233,6337.58,0.25723,0.18743,0.89876,0.99988,0.99609,0.995,0.98845,0.17403,0.12588,0.79166,0.00016256,0.00016256,0.00016256
234,6359.89,0.25394,0.18626,0.89668,0.99988,0.99609,0.995,0.98866,0.17417,0.12561,0.79184,0.00015464,0.00015464,0.00015464
235,6382.14,0.24599,0.18577,0.89729,0.9999,0.99609,0.995,0.9887,0.1735,0.12517,0.79135,0.00014672,0.00014672,0.00014672
236,6404.28,0.24528,0.18073,0.8888,0.9999,0.99609,0.995,0.98929,0.17127,0.12439,0.79039,0.0001388,0.0001388,0.0001388
237,6426.42,0.24801,0.18169,0.89636,0.9999,0.99609,0.995,0.98907,0.1707,0.12439,0.79076,0.00013088,0.00013088,0.00013088
238,6448.85,0.24875,0.18403,0.89365,0.9999,0.99609,0.995,0.9895,0.17026,0.12432,0.79112,0.00012296,0.00012296,0.00012296
239,6471.17,0.24468,0.18276,0.89414,0.9999,0.99609,0.995,0.98955,0.16976,0.1231,0.79159,0.00011504,0.00011504,0.00011504
240,6496.26,0.25008,0.18262,0.89788,0.9999,0.99609,0.995,0.98932,0.17,0.12444,0.79198,0.00010712,0.00010712,0.00010712
241,6551.76,0.19318,0.14577,0.82884,0.9999,0.99609,0.995,0.9885,0.17032,0.12658,0.79127,9.92e-05,9.92e-05,9.92e-05
242,6581.37,0.18406,0.13752,0.81901,0.9999,0.99609,0.995,0.98878,0.17122,0.12788,0.79125,9.128e-05,9.128e-05,9.128e-05
243,6611.32,0.18539,0.13575,0.82264,0.9999,0.99609,0.995,0.98802,0.17219,0.1285,0.79203,8.336e-05,8.336e-05,8.336e-05
244,6641.18,0.18334,0.13582,0.82625,0.99989,0.99609,0.995,0.98826,0.17268,0.12715,0.79251,7.544e-05,7.544e-05,7.544e-05
245,6670.63,0.17847,0.13266,0.82538,0.99989,0.99609,0.995,0.98798,0.17296,0.12744,0.79309,6.752e-05,6.752e-05,6.752e-05
246,6700.43,0.17629,0.13106,0.82101,0.99989,0.99609,0.995,0.98855,0.17242,0.12767,0.79336,5.96e-05,5.96e-05,5.96e-05
247,6729.9,0.17666,0.13158,0.81662,0.9999,0.99609,0.995,0.98879,0.17195,0.12667,0.79347,5.168e-05,5.168e-05,5.168e-05
248,6759.75,0.17257,0.12945,0.81847,0.9999,0.99609,0.995,0.98855,0.17132,0.12664,0.79347,4.376e-05,4.376e-05,4.376e-05
249,6789.37,0.17309,0.12901,0.81905,0.9999,0.99609,0.995,0.98866,0.17067,0.12592,0.79359,3.584e-05,3.584e-05,3.584e-05
250,6815.63,0.17204,0.13222,0.81957,0.9999,0.99609,0.995,0.98895,0.1706,0.12581,0.79348,2.792e-05,2.792e-05,2.792e-05
